Month,Passenger ID,Passenger Group,Test group,Trips
July,800940,Medium,Loyalty,6
July,800941,Medium,Control,6
July,800942,Low,Loyalty,3
July,800943,Medium,Control,4
July,800944,Medium,Loyalty,5
July,800945,Low,Control,3
July,800946,Low,Loyalty,3
July,800947,Low,Control,3
July,800948,Low,Loyalty,3
July,800949,Low,Control,0
July,800950,Medium,Loyalty,6
July,800951,Medium,Control,5
July,800952,Medium,Loyalty,5
July,800953,Medium,Control,4
July,800954,Low,Loyalty,1
July,800955,Medium,Control,6
July,800956,Medium,Loyalty,6
July,800957,Medium,Control,6
July,800958,Medium,Loyalty,6
July,800959,Medium,Control,5
July,800960,Medium,Loyalty,4
July,800961,Low,Control,2
July,800962,Low,Loyalty,2
July,800963,Low,Control,2
July,800964,Low,Loyalty,1
July,800965,Medium,Control,4
July,800966,Medium,Loyalty,5
July,800967,Medium,Control,6
July,800968,Low,Loyalty,3
July,800969,Medium,Control,5
July,800970,Medium,Loyalty,4
July,800971,Low,Control,2
July,800972,Low,Loyalty,3
July,800973,Low,Control,0
July,800974,Low,Loyalty,0
July,800975,Medium,Control,4
July,800976,Medium,Loyalty,6
July,800977,Medium,Control,5
July,800978,Medium,Loyalty,6
July,800979,High,Control,14
July,800980,Medium,Loyalty,5
July,800981,Medium,Control,4
July,800982,Low,Loyalty,1
July,800983,High,Control,8
July,800984,Low,Loyalty,1
July,800985,Low,Control,2
July,800986,Medium,Loyalty,6
July,800987,Low,Control,1
July,800988,Low,Loyalty,2
July,800989,Medium,Control,4
July,800990,High,Loyalty,13
July,800991,Medium,Control,5
July,800992,Low,Loyalty,1
July,800993,Low,Control,2
July,800994,Medium,Loyalty,5
July,800995,Low,Control,1
July,800996,High,Loyalty,7
July,800997,Medium,Control,5
July,800998,Medium,Loyalty,4
July,800999,Medium,Control,5
July,801000,Medium,Loyalty,6
July,801001,Medium,Control,5
July,801002,Low,Loyalty,2
July,801003,Low,Control,1
July,801004,Medium,Loyalty,4
July,801005,Medium,Control,6
July,801006,Low,Loyalty,1
July,801007,Medium,Control,6
July,801008,High,Loyalty,14
July,801009,Medium,Control,4
July,801010,High,Loyalty,8
July,801011,Low,Control,2
July,801012,Medium,Loyalty,6
July,801013,Low,Control,3
July,801014,Medium,Loyalty,4
July,801015,Medium,Control,6
July,801016,Medium,Loyalty,6
July,801017,Medium,Control,6
July,801018,Medium,Loyalty,5
July,801019,Medium,Control,5
July,801020,Medium,Loyalty,6
July,801021,Low,Control,0
July,801022,Medium,Loyalty,5
July,801023,High,Control,8
July,801024,Low,Loyalty,0
July,801025,Low,Control,0
July,801026,High,Loyalty,14
July,801027,Low,Control,0
July,801028,Medium,Loyalty,4
July,801029,Medium,Control,5
July,801030,Low,Loyalty,2
July,801031,Low,Control,3
July,801032,Low,Loyalty,1
July,801033,Medium,Control,6
July,801034,Low,Loyalty,2
July,801035,Low,Control,0
July,801036,Low,Loyalty,0
July,801037,Medium,Control,5
July,801038,Low,Loyalty,1
July,801039,Medium,Control,6
July,801040,Low,Loyalty,2
July,801041,Medium,Control,5
July,801042,High,Loyalty,10
July,801043,Low,Control,0
July,801044,Low,Loyalty,3
July,801045,Medium,Control,4
July,801046,Low,Loyalty,2
July,801047,Medium,Control,4
July,801048,Low,Loyalty,2
July,801049,Medium,Control,5
July,801050,Medium,Loyalty,6
July,801051,Low,Control,1
July,801052,Low,Loyalty,0
July,801053,Medium,Control,5
July,801054,Medium,Loyalty,4
July,801055,Low,Control,1
July,801056,Medium,Loyalty,6
July,801057,Medium,Control,4
July,801058,Medium,Loyalty,6
July,801059,Medium,Control,4
July,801060,Medium,Loyalty,6
July,801061,Low,Control,2
July,801062,Medium,Loyalty,6
July,801063,Medium,Control,4
July,801064,Medium,Loyalty,6
July,801065,Low,Control,1
July,801066,Medium,Loyalty,5
July,801067,Medium,Control,6
July,801068,Low,Loyalty,2
July,801069,High,Control,14
July,801070,Medium,Loyalty,6
July,801071,Medium,Control,6
July,801072,Medium,Loyalty,6
July,801073,Medium,Control,5
July,801074,High,Loyalty,13
July,801075,Low,Control,1
July,801076,Low,Loyalty,1
July,801077,Medium,Control,5
July,801078,Medium,Loyalty,5
July,801079,Medium,Control,5
July,801080,Low,Loyalty,0
July,801081,Medium,Control,4
July,801082,Medium,Loyalty,6
July,801083,Low,Control,0
July,801084,Low,Loyalty,1
July,801085,Low,Control,3
July,801086,Medium,Loyalty,5
July,801087,Low,Control,2
July,801088,Low,Loyalty,1
July,801089,Low,Control,3
July,801090,Medium,Loyalty,6
July,801091,Low,Control,0
July,801092,High,Loyalty,9
July,801093,Medium,Control,5
July,801094,Medium,Loyalty,6
July,801095,Low,Control,3
July,801096,Medium,Loyalty,4
July,801097,Medium,Control,6
July,801098,Low,Loyalty,0
July,801099,Low,Control,0
July,801100,Low,Loyalty,1
July,801101,High,Control,14
July,801102,Medium,Loyalty,5
July,801103,High,Control,14
July,801104,Low,Loyalty,3
July,801105,Medium,Control,4
July,801106,Medium,Loyalty,5
July,801107,Low,Control,3
July,801108,Medium,Loyalty,4
July,801109,Medium,Control,5
July,801110,Medium,Loyalty,5
July,801111,Low,Control,2
July,801112,Medium,Loyalty,6
July,801113,Medium,Control,4
July,801114,Medium,Loyalty,6
July,801115,High,Control,13
July,801116,Low,Loyalty,1
July,801117,Low,Control,0
July,801118,High,Loyalty,12
July,801119,Medium,Control,6
July,801120,Low,Loyalty,2
July,801121,Medium,Control,4
July,801122,Low,Loyalty,3
July,801123,Medium,Control,5
July,801124,Medium,Loyalty,5
July,801125,High,Control,12
July,801126,Medium,Loyalty,4
July,801127,Low,Control,3
July,801128,Low,Loyalty,3
July,801129,Medium,Control,4
July,801130,High,Loyalty,10
July,801131,Medium,Control,6
July,801132,Medium,Loyalty,6
July,801133,Medium,Control,6
July,801134,Medium,Loyalty,5
July,801135,Low,Control,2
July,801136,Medium,Loyalty,5
July,801137,Medium,Control,6
July,801138,Medium,Loyalty,4
July,801139,Low,Control,1
July,801140,Low,Loyalty,2
July,801141,Medium,Control,6
July,801142,Low,Loyalty,1
July,801143,Medium,Control,5
July,801144,Medium,Loyalty,4
July,801145,High,Control,11
July,801146,Low,Loyalty,2
July,801147,Low,Control,1
July,801148,Low,Loyalty,1
July,801149,Medium,Control,5
July,801150,Medium,Loyalty,4
July,801151,High,Control,10
July,801152,Medium,Loyalty,6
July,801153,High,Control,10
July,801154,Medium,Loyalty,5
July,801155,Low,Control,1
July,801156,High,Loyalty,11
July,801157,Medium,Control,5
July,801158,Medium,Loyalty,5
July,801159,Low,Control,0
July,801160,High,Loyalty,8
July,801161,Medium,Control,5
July,801162,Medium,Loyalty,4
July,801163,Low,Control,0
July,801164,High,Loyalty,9
July,801165,Low,Control,2
July,801166,High,Loyalty,11
July,801167,High,Control,7
July,801168,Low,Loyalty,2
July,801169,High,Control,14
July,801170,High,Loyalty,7
July,801171,High,Control,13
July,801172,Medium,Loyalty,6
July,801173,Low,Control,0
July,801174,Low,Loyalty,0
July,801175,Medium,Control,6
July,801176,Low,Loyalty,1
July,801177,Medium,Control,4
July,801178,High,Loyalty,9
July,801179,Low,Control,2
July,801180,Low,Loyalty,0
July,801181,Low,Control,0
July,801182,Low,Loyalty,3
July,801183,Medium,Control,6
July,801184,Medium,Loyalty,6
July,801185,Medium,Control,6
July,801186,High,Loyalty,14
July,801187,High,Control,13
July,801188,Low,Loyalty,2
July,801189,Medium,Control,6
July,801190,Medium,Loyalty,4
July,801191,Low,Control,0
July,801192,High,Loyalty,9
July,801193,Medium,Control,5
July,801194,Low,Loyalty,2
July,801195,Low,Control,2
July,801196,Medium,Loyalty,4
July,801197,Medium,Control,6
July,801198,Medium,Loyalty,4
July,801199,Low,Control,3
July,801200,Medium,Loyalty,6
July,801201,Medium,Control,4
July,801202,Low,Loyalty,3
July,801203,Low,Control,3
July,801204,High,Loyalty,9
July,801205,Low,Control,3
July,801206,Low,Loyalty,1
July,801207,Low,Control,2
July,801208,Low,Loyalty,0
July,801209,High,Control,8
July,801210,Medium,Loyalty,5
July,801211,Low,Control,1
July,801212,High,Loyalty,11
July,801213,Medium,Control,4
July,801214,Medium,Loyalty,6
July,801215,Medium,Control,5
July,801216,Medium,Loyalty,6
July,801217,Low,Control,3
July,801218,Low,Loyalty,0
July,801219,Medium,Control,5
July,801220,Medium,Loyalty,6
July,801221,Low,Control,1
July,801222,High,Loyalty,14
July,801223,Low,Control,3
July,801224,Low,Loyalty,0
July,801225,Medium,Control,5
July,801226,High,Loyalty,10
July,801227,Low,Control,3
July,801228,Medium,Loyalty,4
July,801229,Medium,Control,6
July,801230,Medium,Loyalty,4
July,801231,High,Control,14
July,801232,Medium,Loyalty,4
July,801233,Low,Control,3
July,801234,Low,Loyalty,1
July,801235,Low,Control,0
July,801236,Medium,Loyalty,5
July,801237,Low,Control,2
July,801238,Low,Loyalty,0
July,801239,Medium,Control,5
July,801240,Medium,Loyalty,4
July,801241,Medium,Control,5
July,801242,Low,Loyalty,1
July,801243,Low,Control,1
July,801244,Low,Loyalty,2
July,801245,Low,Control,2
July,801246,Low,Loyalty,2
July,801247,Medium,Control,4
July,801248,Low,Loyalty,0
July,801249,Medium,Control,4
July,801250,Medium,Loyalty,4
July,801251,Medium,Control,4
July,801252,Medium,Loyalty,6
July,801253,Low,Control,0
July,801254,Low,Loyalty,3
July,801255,Medium,Control,4
July,801256,Low,Loyalty,3
July,801257,Medium,Control,5
July,801258,Low,Loyalty,3
July,801259,Medium,Control,4
July,801260,Low,Loyalty,1
July,801261,Medium,Control,5
July,801262,Medium,Loyalty,4
July,801263,Low,Control,2
July,801264,Low,Loyalty,3
July,801265,Low,Control,2
July,801266,Low,Loyalty,2
July,801267,Medium,Control,6
July,801268,Medium,Loyalty,4
July,801269,High,Control,10
July,801270,Low,Loyalty,1
July,801271,Medium,Control,4
July,801272,High,Loyalty,11
July,801273,Medium,Control,6
July,801274,Medium,Loyalty,6
July,801275,Low,Control,3
July,801276,Medium,Loyalty,5
July,801277,Medium,Control,6
July,801278,Low,Loyalty,2
July,801279,Low,Control,3
July,801280,Low,Loyalty,3
July,801281,Medium,Control,4
July,801282,Low,Loyalty,0
July,801283,Medium,Control,6
July,801284,Medium,Loyalty,6
July,801285,Low,Control,0
July,801286,Medium,Loyalty,5
July,801287,Medium,Control,4
July,801288,Low,Loyalty,3
July,801289,Medium,Control,6
July,801290,Low,Loyalty,1
July,801291,Medium,Control,6
July,801292,Medium,Loyalty,4
July,801293,Medium,Control,4
July,801294,Medium,Loyalty,5
July,801295,Low,Control,3
July,801296,Medium,Loyalty,5
July,801297,Low,Control,0
July,801298,Medium,Loyalty,4
July,801299,Medium,Control,6
July,801300,High,Loyalty,14
July,801301,Low,Control,1
July,801302,High,Loyalty,7
July,801303,Low,Control,2
July,801304,Medium,Loyalty,4
July,801305,Medium,Control,4
July,801306,High,Loyalty,11
July,801307,Low,Control,1
July,801308,Medium,Loyalty,5
July,801309,Medium,Control,5
July,801310,Low,Loyalty,0
July,801311,Low,Control,3
July,801312,Medium,Loyalty,5
July,801313,Medium,Control,4
July,801314,Low,Loyalty,3
July,801315,Low,Control,0
July,801316,Medium,Loyalty,6
July,801317,Low,Control,1
July,801318,Low,Loyalty,0
July,801319,High,Control,14
July,801320,Low,Loyalty,0
July,801321,Medium,Control,5
July,801322,Medium,Loyalty,6
July,801323,Medium,Control,6
July,801324,Low,Loyalty,0
July,801325,Medium,Control,4
July,801326,Medium,Loyalty,4
July,801327,Low,Control,0
July,801328,High,Loyalty,14
July,801329,Low,Control,1
July,801330,Medium,Loyalty,6
July,801331,Medium,Control,4
July,801332,Medium,Loyalty,5
July,801333,Medium,Control,5
July,801334,Low,Loyalty,0
July,801335,Low,Control,3
July,801336,Medium,Loyalty,6
July,801337,Medium,Control,5
July,801338,Medium,Loyalty,6
July,801339,Medium,Control,6
July,801340,Medium,Loyalty,6
July,801341,High,Control,11
July,801342,Low,Loyalty,2
July,801343,Low,Control,0
July,801344,High,Loyalty,13
July,801345,Medium,Control,4
July,801346,Medium,Loyalty,6
July,801347,Medium,Control,4
July,801348,Low,Loyalty,2
July,801349,Medium,Control,5
July,801350,Medium,Loyalty,5
July,801351,Low,Control,1
July,801352,Medium,Loyalty,4
July,801353,Low,Control,1
July,801354,Medium,Loyalty,5
July,801355,Medium,Control,5
July,801356,Low,Loyalty,1
July,801357,Medium,Control,6
July,801358,Medium,Loyalty,5
July,801359,Medium,Control,4
July,801360,Medium,Loyalty,5
July,801361,Medium,Control,4
July,801362,Medium,Loyalty,4
July,801363,Medium,Control,6
July,801364,Medium,Loyalty,4
July,801365,Medium,Control,4
July,801366,Medium,Loyalty,6
July,801367,High,Control,9
July,801368,Low,Loyalty,2
July,801369,Low,Control,0
July,801370,Low,Loyalty,1
July,801371,Medium,Control,6
July,801372,Low,Loyalty,2
July,801373,Medium,Control,4
July,801374,High,Loyalty,14
July,801375,High,Control,11
July,801376,Medium,Loyalty,4
July,801377,Low,Control,0
July,801378,Low,Loyalty,0
July,801379,Medium,Control,4
July,801380,Medium,Loyalty,4
July,801381,Medium,Control,6
July,801382,Low,Loyalty,2
July,801383,Medium,Control,5
July,801384,Medium,Loyalty,6
July,801385,Low,Control,1
July,801386,Low,Loyalty,1
July,801387,Medium,Control,4
July,801388,Medium,Loyalty,4
July,801389,Low,Control,2
July,801390,Medium,Loyalty,6
July,801391,Low,Control,1
July,801392,Low,Loyalty,3
July,801393,Medium,Control,4
July,801394,High,Loyalty,12
July,801395,Medium,Control,4
July,801396,Low,Loyalty,3
July,801397,Low,Control,2
July,801398,Medium,Loyalty,4
July,801399,Medium,Control,6
July,801400,Medium,Loyalty,4
July,801401,Low,Control,2
July,801402,High,Loyalty,9
July,801403,Medium,Control,6
July,801404,High,Loyalty,7
July,801405,Low,Control,1
July,801406,Low,Loyalty,1
July,801407,Medium,Control,5
July,801408,Low,Loyalty,1
July,801409,Low,Control,1
July,801410,High,Loyalty,9
July,801411,Low,Control,0
July,801412,Medium,Loyalty,6
July,801413,Medium,Control,4
July,801414,Low,Loyalty,2
July,801415,High,Control,13
July,801416,Medium,Loyalty,6
July,801417,Medium,Control,6
July,801418,Medium,Loyalty,5
July,801419,Low,Control,2
July,801420,Low,Loyalty,2
July,801421,Medium,Control,6
July,801422,Medium,Loyalty,4
July,801423,Medium,Control,6
July,801424,Medium,Loyalty,6
July,801425,Low,Control,3
July,801426,Low,Loyalty,1
July,801427,Low,Control,3
July,801428,High,Loyalty,10
July,801429,High,Control,10
July,801430,Medium,Loyalty,6
July,801431,Low,Control,1
July,801432,Medium,Loyalty,5
July,801433,Medium,Control,5
July,801434,Low,Loyalty,2
July,801435,Medium,Control,5
July,801436,Medium,Loyalty,5
July,801437,Medium,Control,5
July,801438,Medium,Loyalty,6
July,801439,High,Control,10
July,801440,Low,Loyalty,0
July,801441,Low,Control,0
July,801442,Medium,Loyalty,4
July,801443,Medium,Control,5
July,801444,Low,Loyalty,2
July,801445,Low,Control,2
July,801446,Medium,Loyalty,5
July,801447,Low,Control,2
July,801448,Medium,Loyalty,6
July,801449,Medium,Control,4
July,801450,Medium,Loyalty,6
July,801451,Medium,Control,6
July,801452,High,Loyalty,14
July,801453,Low,Control,3
July,801454,High,Loyalty,12
July,801455,Low,Control,0
July,801456,Medium,Loyalty,6
July,801457,Medium,Control,6
July,801458,Low,Loyalty,2
July,801459,Low,Control,0
July,801460,Medium,Loyalty,4
July,801461,Medium,Control,6
July,801462,Low,Loyalty,1
July,801463,Medium,Control,5
July,801464,Low,Loyalty,2
July,801465,Medium,Control,5
July,801466,Medium,Loyalty,4
July,801467,Low,Control,0
July,801468,Low,Loyalty,1
July,801469,Low,Control,1
July,801470,Low,Loyalty,1
July,801471,High,Control,14
July,801472,Low,Loyalty,3
July,801473,High,Control,14
July,801474,Medium,Loyalty,4
July,801475,Medium,Control,5
July,801476,Low,Loyalty,3
July,801477,Medium,Control,5
July,801478,Low,Loyalty,1
July,801479,Medium,Control,6
July,801480,Medium,Loyalty,5
July,801481,High,Control,13
July,801482,Low,Loyalty,3
July,801483,High,Control,7
July,801484,Low,Loyalty,2
July,801485,Medium,Control,6
July,801486,Low,Loyalty,2
July,801487,Low,Control,0
July,801488,Low,Loyalty,3
July,801489,Medium,Control,6
July,801490,Medium,Loyalty,5
July,801491,Medium,Control,4
July,801492,Low,Loyalty,0
July,801493,Low,Control,2
July,801494,Medium,Loyalty,5
July,801495,Medium,Control,4
July,801496,Low,Loyalty,1
July,801497,High,Control,11
July,801498,High,Loyalty,7
July,801499,Low,Control,1
July,801500,Low,Loyalty,2
July,801501,Medium,Control,6
July,801502,Low,Loyalty,0
July,801503,Medium,Control,6
July,801504,Medium,Loyalty,5
July,801505,Low,Control,1
July,801506,Low,Loyalty,0
July,801507,Low,Control,0
July,801508,Medium,Loyalty,6
July,801509,Low,Control,1
July,801510,Medium,Loyalty,5
July,801511,Low,Control,1
July,801512,Medium,Loyalty,4
July,801513,Low,Control,2
July,801514,High,Loyalty,11
July,801515,Medium,Control,4
July,801516,Medium,Loyalty,5
July,801517,Low,Control,2
July,801518,Low,Loyalty,1
July,801519,Low,Control,3
July,801520,Medium,Loyalty,5
July,801521,Medium,Control,6
July,801522,Low,Loyalty,0
July,801523,Low,Control,3
July,801524,High,Loyalty,10
July,801525,Medium,Control,4
July,801526,Low,Loyalty,0
July,801527,Medium,Control,6
July,801528,Medium,Loyalty,4
July,801529,Medium,Control,4
July,801530,High,Loyalty,7
July,801531,Medium,Control,6
July,801532,High,Loyalty,13
July,801533,Medium,Control,4
July,801534,Low,Loyalty,0
July,801535,Medium,Control,6
July,801536,Medium,Loyalty,5
July,801537,Medium,Control,6
July,801538,Medium,Loyalty,4
July,801539,Low,Control,2
July,801540,Low,Loyalty,3
July,801541,Medium,Control,4
July,801542,Medium,Loyalty,4
July,801543,Medium,Control,4
July,801544,Medium,Loyalty,6
July,801545,Medium,Control,6
July,801546,Medium,Loyalty,5
July,801547,High,Control,11
July,801548,Low,Loyalty,2
July,801549,Medium,Control,6
July,801550,Medium,Loyalty,6
July,801551,Low,Control,3
July,801552,Medium,Loyalty,6
July,801553,Medium,Control,5
July,801554,Medium,Loyalty,4
July,801555,Low,Control,1
July,801556,High,Loyalty,14
July,801557,Medium,Control,6
July,801558,Low,Loyalty,1
July,801559,Low,Control,1
July,801560,Low,Loyalty,3
July,801561,Medium,Control,4
July,801562,High,Loyalty,7
July,801563,Medium,Control,5
July,801564,Low,Loyalty,3
July,801565,High,Control,9
July,801566,Medium,Loyalty,5
July,801567,Low,Control,1
July,801568,Medium,Loyalty,6
July,801569,Medium,Control,6
